organisation,latitude,longitude,hectares,end-date
local-authority-eng:CRY,51.374484,-0.090194,0.594,
local-authority-eng:CRY,51.320057,-0.137605,0.065,
local-authority-eng:CRY,51.3723,-0.087555,0.081,
local-authority-eng:CRY,51.374767,-0.097639,2.699,
local-authority-eng:CRY,51.375706,-0.097342,0.21,
local-authority-eng:CRY,51.376283,-0.041766,0.08,
local-authority-eng:CRY,51.364273,-0.099338,0.078,
local-authority-eng:CRY,51.388555,-0.071369,0.08,
local-authority-eng:CRY,51.384601,-0.09795,0.024,
local-authority-eng:CRY,51.393478,-0.113063,0.042,
local-authority-eng:CRY,51.341555,-0.066249,0.2,
local-authority-eng:CRY,51.390282,-0.093934,0.1,
local-authority-eng:CRY,51.379574,-0.081935,0.06,
local-authority-eng:CRY,51.375762,-0.109654,0.2,
local-authority-eng:CRY,51.361293,-0.079308,0.08,
local-authority-eng:CRY,51.413078,-0.12399,0.145,
local-authority-eng:CRY,51.382363,-0.108002,0.08,
local-authority-eng:CRY,51.379866,-0.097644,0.078,
local-authority-eng:CRY,51.362919,-0.094079,0.041,
local-authority-eng:CRY,51.391136,-0.094445,0.06,
local-authority-eng:CRY,51.381308,-0.062777,0.19,
local-authority-eng:CRY,51.371835,-0.100951,0.091,
local-authority-eng:CRY,51.328644,-0.126778,0.292,
local-authority-eng:CRY,51.367706,-0.116465,0.023,
local-authority-eng:CRY,51.373422,-0.100095,0.1,
local-authority-eng:CRY,51.33742,-0.089954,0.39,
local-authority-eng:CRY,51.372036,-0.100066,0.08,
local-authority-eng:CRY,51.383537,-0.110569,0.068,
local-authority-eng:CRY,51.371774,-0.111671,0.037,
local-authority-eng:CRY,51.341171,-0.122807,0.1,
local-authority-eng:CRY,51.385835,-0.072791,0.024,
local-authority-eng:CRY,51.39252,-0.071346,0.2,
local-authority-eng:CRY,51.40976,-0.089486,0.15,
local-authority-eng:CRY,51.357458,-0.076883,0.1,
local-authority-eng:CRY,51.331193,-0.093012,0.1,
local-authority-eng:CRY,51.39442,-0.115123,0.133,
local-authority-eng:CRY,51.391021,-0.114041,0.03,
local-authority-eng:CRY,51.328885,-0.118773,0.1,
local-authority-eng:CRY,51.394018,-0.115298,0.03,
local-authority-eng:CRY,51.334267,-0.13934,0.032,
local-authority-eng:CRY,51.39442,-0.115123,0.043,
local-authority-eng:CRY,51.400993,-0.101195,0.096,
local-authority-eng:CRY,51.367559,-0.105667,0.16,
local-authority-eng:CRY,51.393625,-0.114883,0.069,
local-authority-eng:CRY,51.393625,-0.114883,0.068,
local-authority-eng:CRY,51.420323,-0.094842,0.128,
local-authority-eng:CRY,51.390265,-0.093978,0.56,
local-authority-eng:CRY,51.420827,-0.092074,0.13,
local-authority-eng:CRY,51.339812,-0.014734,0.09,
local-authority-eng:CRY,51.334751,0.000023,0.07,
local-authority-eng:CRY,51.401722,-0.069319,0.34,
local-authority-eng:CRY,51.393123,-0.094981,0.056,
local-authority-eng:CRY,51.396516,-0.083037,0.05,
local-authority-eng:CRY,51.336787,-0.003363,0.08,
local-authority-eng:CRY,51.345739,-0.107112,1.3,
local-authority-eng:CRY,51.367177,-0.098758,0.04,
local-authority-eng:CRY,51.335173,-0.122306,0.1,
local-authority-eng:CRY,51.361258,-0.117031,0.078,
local-authority-eng:CRY,51.419974,-0.091031,0.07,
local-authority-eng:CRY,51.361244,-0.096691,0.15,
local-authority-eng:CRY,51.361052,-0.111495,0.1,
local-authority-eng:CRY,51.397136,-0.106213,0.17,
local-authority-eng:CRY,51.342289,-0.123594,0.3,
local-authority-eng:CRY,51.379242,-0.079247,0.153,
local-authority-eng:CRY,51.413945,-0.090821,0.59,
local-authority-eng:CRY,51.299525,-0.112211,0.25,
local-authority-eng:CRY,51.389654,-0.060096,1,
local-authority-eng:CRY,51.339909,-0.001347,0.5,
local-authority-eng:CRY,51.374319,-0.104383,0.16,
local-authority-eng:CRY,51.391014,-0.095255,0.065,
local-authority-eng:CRY,51.372227,-0.088003,0.085,
local-authority-eng:CRY,51.397553,-0.076079,0.05,
local-authority-eng:CRY,51.299378,-0.123249,2,
local-authority-eng:CRY,51.393025,-0.05406,0.7,
local-authority-eng:CRY,51.366892,-0.097836,0.15,
local-authority-eng:CRY,51.379525,-0.09385,0.047,
local-authority-eng:CRY,51.398533,-0.095848,0.036,
local-authority-eng:CRY,51.373366,-0.097209,0.07,
local-authority-eng:CRY,51.406601,-0.100977,0.05,
local-authority-eng:CRY,51.405781,-0.101428,0.077,
local-authority-eng:CRY,51.405176,-0.083063,0.078,
local-authority-eng:CRY,51.387836,-0.111686,0.04,
local-authority-eng:CRY,51.368272,-0.10696,0.065,
local-authority-eng:CRY,51.394018,-0.115298,0.062,
local-authority-eng:CRY,51.333156,-0.083211,0.071,
local-authority-eng:CRY,51.340621,-0.141352,0.062,
local-authority-eng:CRY,51.379525,-0.09385,0.038,
local-authority-eng:CRY,51.371262,-0.097785,1.77,
local-authority-eng:CRY,51.391389,-0.066017,0.03,
local-authority-eng:CRY,51.319666,-0.087591,0.08,
local-authority-eng:CRY,51.370095,-0.100146,0.024,
local-authority-eng:CRY,51.337054,-0.142716,0.156,
local-authority-eng:CRY,51.384539,-0.108588,0.06,
local-authority-eng:CRY,51.397724,-0.075526,0.03,
local-authority-eng:CRY,51.317378,-0.101793,0.123,
local-authority-eng:CRY,51.360964,-0.079537,0.146,
local-authority-eng:CRY,51.381544,0.106901,0.01,
local-authority-eng:CRY,51.333527,-0.104385,0.109,
local-authority-eng:CRY,51.338747,0.115785,0.162,
local-authority-eng:CRY,51.337583,0.114986,0.01,
local-authority-eng:CRY,51.358946,-0.089245,0.066,
local-authority-eng:CRY,51.388411,-0.110584,0.023,
local-authority-eng:CRY,51.343783,-0.134331,0.23,
local-authority-eng:CRY,51.368799,-0.09451,0.01,
local-authority-eng:CRY,51.390426,-0.089516,0.08,
local-authority-eng:CRY,51.362779,-0.106482,0.29,
local-authority-eng:CRY,51.349398,-0.099867,0.37,
local-authority-eng:CRY,51.348381,-0.100915,1.2,
local-authority-eng:CRY,51.313633,-0.140218,0.84,
local-authority-eng:CRY,51.368978,-0.090078,0.7,
local-authority-eng:CRY,51.320005,-0.147351,0.29,
local-authority-eng:CRY,51.385271,-0.119955,0.35,
local-authority-eng:CRY,51.367583,-0.117748,0.85,
local-authority-eng:CRY,51.374427,-0.092193,0.13,
local-authority-eng:CRY,51.351025,-0.038176,0.437,
local-authority-eng:CRY,51.378129,-0.094224,0.26,
local-authority-eng:CRY,51.374852,-0.09015,0.13,
local-authority-eng:CRY,51.370121,-0.097832,0.28,
local-authority-eng:CRY,51.420986,-0.092455,0.43,
local-authority-eng:CRY,51.375727,-0.117572,0.83,
local-authority-eng:CRY,51.384962,-0.070542,0.407,
local-authority-eng:CRY,51.37356,-0.052658,0.39,
local-authority-eng:CRY,51.332044,-0.074659,0.73,
local-authority-eng:CRY,51.379032,-0.101141,0.315,
local-authority-eng:CRY,51.396543,-0.094062,0.26,
local-authority-eng:CRY,51.376288,-0.094386,2.7,
local-authority-eng:CRY,51.374769,-0.089478,0.35,
local-authority-eng:CRY,51.37594,-0.090722,0.94,
local-authority-eng:CRY,51.374176,-0.094488,0.05,
local-authority-eng:CRY,51.377735,-0.103796,0.34,
local-authority-eng:CRY,51.376082,-0.095559,0.35,
local-authority-eng:CRY,51.37754,-0.096159,0.11,
local-authority-eng:CRY,51.374185,-0.104489,0.11,
local-authority-eng:CRY,51.369191,-0.098201,0.4,
local-authority-eng:CRY,51.374,-0.095832,0.25,
local-authority-eng:CRY,51.372904,-0.099197,1.94,
local-authority-eng:CRY,51.369732,-0.099342,0.56,
local-authority-eng:CRY,51.376937,-0.096702,0.39,
local-authority-eng:CRY,51.379214,-0.092397,0.775,
local-authority-eng:CRY,51.377489,-0.095271,0.95,
local-authority-eng:CRY,51.380394,-0.105827,1.13,
local-authority-eng:CRY,51.378578,-0.102497,1.75,
local-authority-eng:CRY,51.375479,-0.091632,0.44,
local-authority-eng:CRY,51.378265,-0.098716,1.34,
local-authority-eng:CRY,51.375161,-0.098083,0.15,
local-authority-eng:CRY,51.370162,-0.100934,0.54,
local-authority-eng:CRY,51.372675,-0.097295,0.19,
local-authority-eng:CRY,51.375489,-0.096158,0.58,
local-authority-eng:CRY,51.377188,-0.098315,0.58,
local-authority-eng:CRY,51.371234,-0.099409,0.13,
local-authority-eng:CRY,51.374218,-0.093194,0.21,
local-authority-eng:CRY,51.374119,-0.094879,0.13,
local-authority-eng:CRY,51.393298,-0.11583,0.2,
local-authority-eng:CRY,51.364799,-0.120233,4.57,
local-authority-eng:CRY,51.407582,-0.102115,0.14,
local-authority-eng:CRY,51.372636,-0.094337,0.14,
local-authority-eng:CRY,51.396213,-0.093127,0.15,
local-authority-eng:CRY,51.338571,-0.114371,0.66,
local-authority-eng:CRY,51.319016,-0.065043,0.3,
local-authority-eng:CRY,51.37773,-0.096813,0.24,
local-authority-eng:CRY,51.380188,-0.12548,6.75,
local-authority-eng:CRY,51.373747,-0.119708,1.03,
local-authority-eng:CRY,51.369906,-0.098473,0.23,
local-authority-eng:CRY,51.33333,-0.123415,0.34,
local-authority-eng:CRY,51.398156,-0.099257,0.56,
local-authority-eng:CRY,51.374478,-0.117035,1.45,
local-authority-eng:CRY,51.377926,-0.124581,0.95,
local-authority-eng:CRY,51.381753,-0.106993,0.71,
local-authority-eng:CRY,51.358804,-0.089883,0.4,
local-authority-eng:CRY,51.336597,-0.117452,3.81,
local-authority-eng:CRY,51.383448,-0.122932,2.84,
local-authority-eng:CRY,51.37493,-0.120019,0.46,
local-authority-eng:CRY,51.338706,-0.117725,0.43,
local-authority-eng:CRY,51.362409,-0.119253,1.53,
local-authority-eng:CRY,51.376166,-0.120845,0.71,
local-authority-eng:CRY,51.375859,-0.117926,1.3,
local-authority-eng:CRY,51.417843,-0.082835,1.46,
local-authority-eng:CRY,51.373869,-0.105479,0.16,
local-authority-eng:CRY,51.375326,-0.106051,0.91,
local-authority-eng:CRY,51.375704,-0.099957,8.8,
local-authority-eng:CRY,51.381089,-0.105971,0.25,
local-authority-eng:CRY,51.367456,-0.09935,0.26,
local-authority-eng:CRY,51.394491,-0.103922,0.25,
local-authority-eng:CRY,51.344419,-0.105601,1.3,
local-authority-eng:CRY,51.395333,-0.115445,0.15,
local-authority-eng:CRY,51.341129,-0.112916,0.14,
local-authority-eng:CRY,51.332744,-0.123912,0.22,
local-authority-eng:CRY,51.34139,-0.112389,0.07,
local-authority-eng:CRY,51.389227,-0.129494,0.8,
local-authority-eng:CRY,51.379965,-0.105457,0.16,
local-authority-eng:CRY,51.341001,-0.015917,2.07,
local-authority-eng:CRY,51.382125,-0.10166,0.15,
local-authority-eng:CRY,51.372294,-0.119394,2.55,
local-authority-eng:CRY,51.387352,-0.070945,0.15,
local-authority-eng:CRY,51.371443,-0.101197,0.07,
local-authority-eng:CRY,51.377197,-0.096116,0.21,
local-authority-eng:CRY,51.37924,-0.097842,0.18,
local-authority-eng:CRY,51.378756,-0.096296,0.31,
local-authority-eng:CRY,51.390481,-0.110657,8.17,
local-authority-eng:CRY,51.377827,-0.090615,0.301,
local-authority-eng:CRY,51.367233,-0.067049,3.99,
local-authority-eng:CRY,51.378704,-0.058088,0.72,
local-authority-eng:CRY,51.370295,-0.102508,0.6,
local-authority-eng:CRY,51.338701,-0.112901,0.46,
local-authority-eng:CRY,51.377102,-0.088634,0.22,
local-authority-eng:CRY,51.339699,-0.116292,0.54,
local-authority-eng:CRY,51.386534,-0.096246,0.04,
local-authority-eng:CRY,51.418218,-0.081568,0.27,
local-authority-eng:CRY,51.317235,-0.115217,0.48,
local-authority-eng:CRY,51.321966,-0.137183,0.265,
local-authority-eng:CRY,51.376385,-0.111525,2.71,
local-authority-eng:CRY,51.344772,-0.059623,0.12,
local-authority-eng:CRY,51.374836,-0.096358,0.708,
local-authority-eng:CRY,51.410516,-0.122902,0.166,
local-authority-eng:DAC,51.755599,-0.473836,5.7,
local-authority-eng:DAC,51.750736,-0.467756,11.71,
local-authority-eng:DAC,51.748891,-0.468341,3,
local-authority-eng:DAC,51.742411,-0.488751,4.32,
local-authority-eng:DAC,51.765696,-0.579269,0.63,
local-authority-eng:DAC,51.759486,-0.564729,0.4,
local-authority-eng:DAC,51.752605,-0.473184,0.5,
local-authority-eng:DAC,51.732032,-0.456081,0.32,
local-authority-eng:DAC,51.740916,-0.480212,4.32,
local-authority-eng:DAC,51.738492,-0.465289,1,
local-authority-eng:DAC,51.74095,-0.473795,0.3,
local-authority-eng:DAC,51.745292,-0.43813,1.16,
local-authority-eng:DAC,51.738887,-0.472068,0.11,
local-authority-eng:DAC,51.733896,-0.462418,0.31,
local-authority-eng:DAC,51.760751,-0.498282,1.41,
local-authority-eng:DAC,51.73815,-0.46659,2.93,
local-authority-eng:DAC,51.757419,-0.556029,0.1,
local-authority-eng:DAC,51.792052,-0.66847,0.47,
local-authority-eng:DAC,51.791928,-0.663863,0.22,
local-authority-eng:DAC,51.836587,-0.458572,0.27,
local-authority-eng:DAC,51.707391,-0.491149,0.81,
local-authority-eng:DAC,51.742957,-0.526102,3.98,
local-authority-eng:DAC,51.747065,-0.491942,0.81,
local-authority-eng:DAC,51.728698,-0.45143,6.67,
local-authority-eng:DAC,51.831475,-0.699309,0.69,
local-authority-eng:DAC,51.745551,-0.472857,0.15,
local-authority-eng:DNC,53.512336,-1.150374,2.47,
local-authority-eng:DNC,53.517875,-1.111185,1.74,
local-authority-eng:DNC,53.504858,-1.103768,2,
local-authority-eng:DNC,53.508572,-1.10271,3.11,
local-authority-eng:DNC,53.486656,-1.186665,0.24,
local-authority-eng:DNC,53.494328,-1.292033,0.51,
local-authority-eng:DNC,53.497991,-1.271756,3.33,
local-authority-eng:DNC,53.563109,-1.196765,0.61,
local-authority-eng:DNC,53.519709,-1.130694,11.26,
local-authority-eng:DNC,53.611356,-1.1507,15.08,
local-authority-eng:DNC,53.535556,-1.0458,0.26,
local-authority-eng:DNC,53.480742,-1.084883,0.53,
local-authority-eng:DNC,53.505828,-1.14785,1.11,
local-authority-eng:DNC,53.489164,-1.173685,17.6,
local-authority-eng:DNC,53.507939,-1.147747,0.16,
local-authority-eng:DNC,53.479813,-1.092678,51.7,
local-authority-eng:DNC,53.491724,-1.284917,0.55,
local-authority-eng:DNC,53.491412,-1.238725,6.63,
local-authority-eng:DNC,53.492545,-1.283863,0.06,
local-authority-eng:DNC,53.54712,-1.156484,2.28,
local-authority-eng:DNC,53.602239,-1.027463,4.14,
local-authority-eng:DNC,53.611178,-0.958528,0.11,
local-authority-eng:DNC,53.514079,-1.111959,1.3,
local-authority-eng:DNC,53.493491,-1.184635,0.6,
local-authority-eng:DNC,53.519765,-1.150979,21.3,
local-authority-eng:DNC,53.498805,-1.30441,0.24,
local-authority-eng:DNC,53.509685,-1.145451,0.02,
local-authority-eng:DNC,53.621796,-1.17831,0.38,
local-authority-eng:DNC,53.50552,-1.155199,0.25,
local-authority-eng:DNC,53.549169,-1.178419,0.86,
local-authority-eng:DNC,53.585791,-1.023263,0.16,
local-authority-eng:DNC,53.486159,-1.187714,0.11,
local-authority-eng:DNC,53.498693,-1.285402,0.3,
local-authority-eng:DNC,53.521321,-1.132441,0.07,
local-authority-eng:DNC,53.480621,-1.094966,2.84,
local-authority-eng:DNC,53.59758,-1.026044,0.17,
local-authority-eng:DNC,53.522938,-1.135998,0.05,
local-authority-eng:DNC,53.521219,-1.126968,0.16,
local-authority-eng:DNC,53.53583,-1.050924,0.36,
local-authority-eng:DNC,53.535284,-1.051147,0.28,
local-authority-eng:DNC,53.536418,-1.050186,0.18,
local-authority-eng:DNC,53.512079,-1.140863,0.1,
local-authority-eng:DNC,53.575754,-1.06761,0.21,
local-authority-eng:DNC,53.499992,-1.293702,0.21,
local-authority-eng:DNC,53.52154,-1.132874,0.03,
local-authority-eng:DNC,53.564456,-1.205979,12.67,
local-authority-eng:DNC,53.53783,-1.063961,0.33,
local-authority-eng:DNC,53.582212,-1.012093,0.14,
local-authority-eng:DNC,53.535318,-1.061195,0.69,
local-authority-eng:DNC,53.607895,-0.965486,0.5,
local-authority-eng:DNC,53.433859,-1.017282,0.14,
local-authority-eng:DNC,53.511919,-1.106786,5.55,
local-authority-eng:DNC,53.618679,-1.15403,0.3,
local-authority-eng:DNC,53.618167,-1.152831,0.42,
local-authority-eng:DNC,53.59209,-1.030687,5.39,
local-authority-eng:DNC,53.522026,-1.132939,0.03,
local-authority-eng:DNC,53.500606,-1.30025,0.17,
local-authority-eng:DNC,53.567004,-1.205267,0.6,
local-authority-eng:DNC,53.607537,-0.963635,0.05,
local-authority-eng:DNC,53.482507,-0.990344,1.6,
local-authority-eng:DNC,53.428969,-1.022737,0.37,
local-authority-eng:DNC,53.522076,-1.136046,0.23,
local-authority-eng:DNC,53.563984,-1.152887,0.12,
local-authority-eng:DNC,53.617588,-0.970071,0.33,
local-authority-eng:DNC,53.515101,-1.128677,0.17,
local-authority-eng:DNC,53.527969,-1.128232,0.05,
local-authority-eng:DNC,53.536456,-1.044799,0.17,
local-authority-eng:DNC,53.548652,-1.177644,0.35,
local-authority-eng:DNC,53.519571,-1.107138,2.38,
local-authority-eng:DNC,53.536433,-1.10707,1.93,
local-authority-eng:DNC,53.526328,-1.12374,0.04,
local-authority-eng:DNC,53.544251,-1.107947,41.41,
local-authority-eng:DNC,53.611231,-0.960537,0.03,
local-authority-eng:DNC,53.535725,-1.113407,0.05,
local-authority-eng:DNC,53.608786,-0.960476,0.1,
local-authority-eng:DNC,53.618599,-0.950907,1.39,
local-authority-eng:DNC,53.594062,-1.027802,0.08,
local-authority-eng:DNC,53.525,-1.131521,0.05,
local-authority-eng:EHE,51.856419,0.162182,2.69,
local-authority-eng:EHE,51.865396,0.164389,6.64,
local-authority-eng:EHE,51.864669,0.16365,0.04,
local-authority-eng:EHE,51.854023,0.140435,0.04,
local-authority-eng:EHE,51.872822,0.1584,0.02,
local-authority-eng:EHE,51.801745,-0.068572,4.18,
local-authority-eng:EHE,51.811191,-0.081717,1.13,
local-authority-eng:EHE,51.797701,-0.070037,0.07,
local-authority-eng:EHE,51.795082,-0.078278,0.03,
local-authority-eng:EHE,51.796487,-0.079122,0.02,
local-authority-eng:EHE,51.796765,-0.076974,0.02,
local-authority-eng:EHE,51.796979,-0.077726,0.02,
local-authority-eng:EHE,51.812196,0.150568,0.01,
local-authority-eng:EHE,51.807718,-0.02593,0.84,
local-authority-eng:EHE,51.815156,-0.022114,0.11,
local-authority-eng:EHE,51.809731,-0.028021,0.05,
local-authority-eng:EHE,51.954366,0.022866,0.54,
local-authority-eng:EHE,51.807437,0.122187,0.22,
local-authority-eng:EHE,51.802019,0.054889,0.78,
local-authority-eng:EHE,51.836995,0.155188,0.26,
local-authority-eng:EHE,51.78415,-0.000118,0.22,
local-authority-eng:EHE,51.838255,-0.099216,0.24,
local-authority-eng:EHE,51.818422,-0.08877,0.5,
local-authority-eng:EHE,51.857196,-0.118508,0.39,
local-authority-eng:ENF,51.643747,-0.046913,0.028,
local-authority-eng:ENF,51.658362,-0.087943,0.085,
local-authority-eng:ENF,51.626199,-0.056481,1.59,
local-authority-eng:ENF,51.617519,-0.065801,0.088,
local-authority-eng:ENF,51.6305,-0.107013,0.655,
local-authority-eng:ENF,51.641005,-0.039936,0.549,
local-authority-eng:ENF,51.615694,-0.143509,0.014,
local-authority-eng:ENF,51.624526,-0.101936,0.01,
local-authority-eng:ENF,51.63369,-0.126622,0.564,
local-authority-eng:ENF,51.633153,-0.098561,0.1,
local-authority-eng:ENF,51.632183,-0.094297,0.245,
local-authority-eng:ENF,51.626656,-0.071412,0.35,
local-authority-eng:ENF,51.643526,-0.085586,0.77,
local-authority-eng:ENF,51.663833,-0.182645,0.279,
local-authority-eng:ENF,51.647068,-0.07485,0.086,
local-authority-eng:ENF,51.666596,-0.1616,0.364,
local-authority-eng:ENF,51.655839,-0.087842,0.032,
local-authority-eng:ENF,51.633462,-0.130024,0.132,
local-authority-eng:ENF,51.670642,-0.041035,0.029,
local-authority-eng:ENF,51.662488,-0.155633,0.281,
local-authority-eng:ENF,51.663464,-0.156218,0.262,
local-authority-eng:ENF,51.680761,-0.051538,0.864,
local-authority-eng:ENF,51.64293,-0.03538,1.503,
local-authority-eng:ENF,51.665737,-0.102502,7.705,
local-authority-eng:ENF,51.660018,-0.135667,25.588,
local-authority-eng:ENF,51.610311,-0.044619,7.222,
local-authority-eng:ENF,51.630977,-0.110984,0.42,
local-authority-eng:ENO,52.326267,-0.610424,0.521,
local-authority-eng:ENO,52.309774,-0.58879,0.29,
local-authority-eng:ENO,52.293917,-0.607456,0.294,
local-authority-eng:ENO,52.29797,-0.599659,0.384,
local-authority-eng:ENO,52.293372,-0.590769,0.737,
local-authority-eng:ESK,51.872203,0.160589,1.68,
local-authority-eng:HAL,53.341239,-2.727265,0.9,
local-authority-eng:HAL,53.319595,-2.652483,0.88,
local-authority-eng:HAL,53.343069,-2.721994,1.46,
local-authority-eng:HAL,53.33875,-2.715237,3.71,
local-authority-eng:HAL,53.340457,-2.725689,1.44,
local-authority-eng:HAL,53.327094,-2.695043,1.14,
local-authority-eng:HAL,53.364326,-2.730964,0.33,
local-authority-eng:HAL,53.363545,-2.726502,0.39,
local-authority-eng:HAL,53.340005,-2.724735,0.37,
local-authority-eng:HAL,53.339891,-2.722781,0.66,
local-authority-eng:HAL,53.342284,-2.737075,0.65,
local-authority-eng:HAL,53.382969,-2.720699,5.24,
local-authority-eng:HAL,53.327835,-2.694365,1.53,
local-authority-eng:HAL,53.349625,-2.731749,0.51,
local-authority-eng:HAL,53.343546,-2.729241,2.36,
local-authority-eng:HAL,53.381157,-2.747804,0.34,
local-authority-eng:HAL,53.324737,-2.698308,1.61,
local-authority-eng:HAL,53.367438,-2.717341,1.12,
local-authority-eng:HAL,53.379646,-2.723154,0.4,
local-authority-eng:HAL,53.340869,-2.733266,0.72,
local-authority-eng:HAL,53.368467,-2.716652,0.3,
local-authority-eng:HAL,53.326005,-2.734182,1.74,
local-authority-eng:HAL,53.323554,-2.736632,4.26,
local-authority-eng:HAL,53.341094,-2.692612,0.36,
local-authority-eng:HAL,53.322801,-2.704987,1.88,
local-authority-eng:HAL,53.375867,-2.732665,0.29,
local-authority-eng:HAL,53.341666,-2.7454,4,
local-authority-eng:HAL,53.323766,-2.665368,0.46,
local-authority-eng:HAL,53.328892,-2.696394,2.32,
local-authority-eng:HAL,53.328086,-2.717266,0.53,
local-authority-eng:HCK,51.565707,-0.063027,0.07,
local-authority-eng:HCK,51.574149,-0.078225,0.06,
local-authority-eng:HCK,51.569043,-0.087661,0.07,
local-authority-eng:HCK,51.538696,-0.08181,0.068,
local-authority-eng:HCK,51.531439,-0.069153,0.31,
local-authority-eng:HCK,51.573022,-0.090149,0.47,
local-authority-eng:HCK,51.563306,-0.059753,0.066,
local-authority-eng:HCK,51.547853,-0.066598,0.04,
local-authority-eng:HCK,51.546837,-0.056285,0.04,
local-authority-eng:HCK,51.559143,-0.053784,0.172,
local-authority-eng:HCK,51.543024,-0.081945,0.05,
local-authority-eng:HCK,51.536009,-0.046494,0.169,
local-authority-eng:HCK,51.571294,-0.063742,0.06,
local-authority-eng:HCK,51.541011,-0.050924,0.29,
local-authority-eng:HCK,51.54271,-0.049279,0.31,
local-authority-eng:HCK,51.573301,-0.074206,0.36,
local-authority-eng:HCK,51.574798,-0.077202,0.29,
local-authority-eng:HCK,51.542836,-0.067719,0.03,
local-authority-eng:HCK,51.537561,-0.046241,0.05,
local-authority-eng:HCK,51.573938,-0.071942,0.03,
local-authority-eng:HCK,51.547637,-0.05302,0.8,
local-authority-eng:HCK,51.540565,-0.05387,0.43,
local-authority-eng:HCK,51.538747,-0.082139,0.74,
local-authority-eng:HCK,51.540059,-0.077124,0.25,
local-authority-eng:HIL,51.562704,-0.465508,0.08,
local-authority-eng:HIL,51.510166,-0.415021,0.16,
local-authority-eng:HIL,51.50497,-0.425791,0.63,
local-authority-eng:HIL,51.556313,-0.401026,0.73,
local-authority-eng:HIL,51.520935,-0.482695,1.41,
local-authority-eng:HIL,51.548018,-0.481938,0.18,
local-authority-eng:HIL,51.526154,-0.458822,0.03,
local-authority-eng:HIL,51.566827,-0.469943,0.24,
local-authority-eng:HIL,51.502795,-0.46801,0.64,
local-authority-eng:HIL,51.503418,-0.42135,0.34,
local-authority-eng:HIL,51.604,-0.416391,0.12,
local-authority-eng:HIL,51.606777,-0.41628,0.05,
local-authority-eng:HIL,51.529346,-0.445206,0.07,
local-authority-eng:HIL,51.530724,-0.449412,0.09,
local-authority-eng:HIL,51.575719,-0.397747,0.16,
local-authority-eng:HIL,51.512319,-0.472231,0.06,
local-authority-eng:HIL,51.574865,-0.395858,0.25,
local-authority-eng:HIL,51.557286,-0.401122,0.2,
local-authority-eng:HIL,51.530922,-0.444677,0.04,
local-authority-eng:HIL,51.562489,-0.470362,0.33,
local-authority-eng:HIL,51.572133,-0.42112,0.19,
local-authority-eng:HIL,51.518062,-0.407122,0.02,
local-authority-eng:HIL,51.607482,-0.435982,0.3,
local-authority-eng:HIL,51.605959,-0.43576,0.32,
local-authority-eng:HIL,51.572238,-0.422921,0.04,
local-authority-eng:HIL,51.578687,-0.399837,0.11,
local-authority-eng:HIL,51.544387,-0.476536,0.13,
local-authority-eng:HIL,51.513732,-0.475772,2.26,
local-authority-eng:HIL,51.567392,-0.44046,8.59,
local-authority-eng:HIL,51.574836,-0.424923,0.09,
local-authority-eng:HIL,51.575251,-0.397778,0.2,
local-authority-eng:HIL,51.55679,-0.39974,0.05,
local-authority-eng:HIL,51.542984,-0.487644,0.36,
local-authority-eng:HIL,51.52121,-0.415776,0.18,
local-authority-eng:HIL,51.54473,-0.488422,0.28,
local-authority-eng:HIL,51.52683,-0.443331,0.11,
local-authority-eng:HIL,51.510972,-0.474423,1.18,
local-authority-eng:HIL,51.481817,-0.442762,0.19,
local-authority-eng:HIL,51.48196,-0.429263,0.09,
local-authority-eng:HIL,51.600809,-0.409167,0.14,
local-authority-eng:HIL,51.565728,-0.443143,0.12,
local-authority-eng:HIL,51.55779,-0.395233,0.07,
local-authority-eng:HIL,51.542502,-0.468523,46.34,
local-authority-eng:HIL,51.517443,-0.468614,0.08,
local-authority-eng:HIL,51.504675,-0.427963,5.17,
local-authority-eng:HIL,51.602597,-0.482401,0.46,
local-authority-eng:HIL,51.605046,-0.440138,0.36,
local-authority-eng:HIL,51.509415,-0.473596,0.26,
local-authority-eng:HIL,51.548518,-0.480927,0.06,
local-authority-eng:HIL,51.481499,-0.429696,0.08,
local-authority-eng:HIL,51.487887,-0.455043,0.43,
local-authority-eng:HIL,51.547362,-0.470177,0.25,
local-authority-eng:HIL,51.533637,-0.453538,0.14,
local-authority-eng:HIL,51.516087,-0.470144,0.12,
local-authority-eng:HIL,51.516528,-0.418634,0.15,
local-authority-eng:HIL,51.544025,-0.487436,0.09,
local-authority-eng:HIL,51.560277,-0.471071,0.17,
local-authority-eng:HIL,51.481794,-0.443756,0.25,
local-authority-eng:HIL,51.521654,-0.47643,0.12,
local-authority-eng:HIL,51.481079,-0.429941,0.14,
local-authority-eng:HIL,51.52266,-0.446847,0.06,
local-authority-eng:HIL,51.540635,-0.44821,0.25,
local-authority-eng:HIL,51.526418,-0.436657,0.84,
local-authority-eng:HIL,51.55312,-0.449877,2,
local-authority-eng:HIL,51.552712,-0.44692,3.48,
local-authority-eng:HIL,51.574493,-0.412135,0.26,
local-authority-eng:HIL,51.610112,-0.42285,1.21,
local-authority-eng:HIL,51.553887,-0.405106,0.76,
local-authority-eng:HIL,51.505498,-0.414923,1.79,
local-authority-eng:HIL,51.504437,-0.417611,1.38,
local-authority-eng:HIL,51.504025,-0.415032,0.47,
